id1,id2,match_type,confidence
1,2,exact_match,1.0
1,3,exact_match,1.0
2,3,exact_match,1.0
4,5,exact_match,1.0
4,6,exact_match,1.0
5,6,exact_match,1.0
9,10,exact_match,1.0
9,11,exact_match,1.0
10,11,exact_match,1.0
12,13,exact_match,1.0
12,14,exact_match,1.0
13,14,exact_match,1.0
15,16,exact_match,1.0
15,17,exact_match,1.0
16,17,exact_match,1.0
18,19,exact_match,1.0
18,20,exact_match,1.0
19,20,exact_match,1.0
21,22,exact_match,1.0
21,23,exact_match,1.0
22,23,exact_match,1.0
24,25,exact_match,1.0
24,26,exact_match,1.0
25,26,exact_match,1.0
27,28,exact_match,1.0
27,29,exact_match,1.0
28,29,exact_match,1.0
30,31,exact_match,1.0
30,32,exact_match,1.0
31,32,exact_match,1.0
33,34,exact_match,1.0
33,35,exact_match,1.0
34,35,exact_match,1.0
36,37,exact_match,1.0
36,38,exact_match,1.0
37,38,exact_match,1.0
39,40,exact_match,1.0
39,41,exact_match,1.0
40,41,exact_match,1.0
42,43,exact_match,1.0
42,44,exact_match,1.0
43,44,exact_match,1.0
45,46,exact_match,1.0
45,47,exact_match,1.0
46,47,exact_match,1.0
48,49,exact_match,1.0
48,50,exact_match,1.0
49,50,exact_match,1.0
51,52,exact_match,1.0
51,53,exact_match,1.0
52,53,exact_match,1.0
54,55,exact_match,1.0
54,56,exact_match,1.0
55,56,exact_match,1.0
57,58,exact_match,1.0
57,59,exact_match,1.0
58,59,exact_match,1.0
60,61,exact_match,1.0
60,62,exact_match,1.0
61,62,exact_match,1.0
63,64,exact_match,1.0
63,65,exact_match,1.0
64,65,exact_match,1.0
66,67,exact_match,1.0
66,68,exact_match,1.0
67,68,exact_match,1.0
69,70,exact_match,1.0
69,71,exact_match,1.0
70,71,exact_match,1.0
72,73,exact_match,1.0
72,74,exact_match,1.0
73,74,exact_match,1.0
75,76,exact_match,1.0
75,77,exact_match,1.0
76,77,exact_match,1.0
78,79,exact_match,1.0
78,80,exact_match,1.0
79,80,exact_match,1.0
81,82,exact_match,1.0
81,83,exact_match,1.0
82,83,exact_match,1.0
84,85,exact_match,1.0
84,86,exact_match,1.0
85,86,exact_match,1.0
87,88,exact_match,1.0
87,89,exact_match,1.0
88,89,exact_match,1.0
90,91,exact_match,1.0
90,92,exact_match,1.0
91,92,exact_match,1.0
93,94,exact_match,1.0
93,95,exact_match,1.0
94,95,exact_match,1.0
96,97,exact_match,1.0
96,98,exact_match,1.0
97,98,exact_match,1.0
99,100,exact_match,1.0
99,101,exact_match,1.0
100,101,exact_match,1.0
102,103,exact_match,1.0
102,104,exact_match,1.0
103,104,exact_match,1.0
105,106,exact_match,1.0
105,107,exact_match,1.0
106,107,exact_match,1.0
108,109,exact_match,1.0
108,110,exact_match,1.0
109,110,exact_match,1.0
111,112,exact_match,1.0
111,113,exact_match,1.0
112,113,exact_match,1.0
114,115,exact_match,1.0
114,116,exact_match,1.0
115,116,exact_match,1.0
117,118,exact_match,1.0
117,119,exact_match,1.0
118,119,exact_match,1.0
120,121,exact_match,1.0
120,122,exact_match,1.0
121,122,exact_match,1.0
123,124,exact_match,1.0
123,125,exact_match,1.0
124,125,exact_match,1.0
126,127,exact_match,1.0
126,128,exact_match,1.0
127,128,exact_match,1.0
129,130,exact_match,1.0
129,131,exact_match,1.0
130,131,exact_match,1.0
132,133,exact_match,1.0
132,134,exact_match,1.0
133,134,exact_match,1.0
135,136,exact_match,1.0
135,137,exact_match,1.0
136,137,exact_match,1.0
138,139,exact_match,1.0
138,140,exact_match,1.0
139,140,exact_match,1.0
141,142,exact_match,1.0
141,143,exact_match,1.0
142,143,exact_match,1.0
144,145,exact_match,1.0
144,146,exact_match,1.0
145,146,exact_match,1.0
147,148,exact_match,1.0
147,149,exact_match,1.0
148,149,exact_match,1.0
150,151,exact_match,1.0
150,152,exact_match,1.0
151,152,exact_match,1.0
153,154,exact_match,1.0
153,155,exact_match,1.0
154,155,exact_match,1.0
156,157,exact_match,1.0
156,158,exact_match,1.0
157,158,exact_match,1.0
159,160,exact_match,1.0
159,161,exact_match,1.0
160,161,exact_match,1.0
162,163,exact_match,1.0
162,164,exact_match,1.0
163,164,exact_match,1.0
165,166,exact_match,1.0
165,167,exact_match,1.0
166,167,exact_match,1.0
168,169,exact_match,1.0
168,170,exact_match,1.0
169,170,exact_match,1.0
171,172,exact_match,1.0
171,173,exact_match,1.0
172,173,exact_match,1.0
174,175,exact_match,1.0
174,176,exact_match,1.0
175,176,exact_match,1.0
177,178,exact_match,1.0
177,179,exact_match,1.0
178,179,exact_match,1.0
180,181,exact_match,1.0
180,182,exact_match,1.0
181,182,exact_match,1.0
183,184,exact_match,1.0
183,185,exact_match,1.0
184,185,exact_match,1.0
186,187,exact_match,1.0
186,188,exact_match,1.0
187,188,exact_match,1.0
189,190,exact_match,1.0
189,191,exact_match,1.0
190,191,exact_match,1.0
192,193,exact_match,1.0
192,194,exact_match,1.0
193,194,exact_match,1.0
195,196,exact_match,1.0
195,197,exact_match,1.0
196,197,exact_match,1.0
198,199,exact_match,1.0
198,200,exact_match,1.0
199,200,exact_match,1.0
201,202,exact_match,1.0
201,203,exact_match,1.0
202,203,exact_match,1.0
204,205,exact_match,1.0
204,206,exact_match,1.0
205,206,exact_match,1.0
207,208,exact_match,1.0
207,209,exact_match,1.0
208,209,exact_match,1.0
210,211,exact_match,1.0
210,212,exact_match,1.0
211,212,exact_match,1.0
213,214,exact_match,1.0
213,215,exact_match,1.0
214,215,exact_match,1.0
216,217,exact_match,1.0
216,218,exact_match,1.0
217,218,exact_match,1.0
219,220,exact_match,1.0
219,221,exact_match,1.0
220,221,exact_match,1.0
222,223,exact_match,1.0
222,224,exact_match,1.0
223,224,exact_match,1.0
225,226,exact_match,1.0
225,227,exact_match,1.0
226,227,exact_match,1.0
228,229,exact_match,1.0
228,230,exact_match,1.0
229,230,exact_match,1.0
231,232,exact_match,1.0
231,233,exact_match,1.0
232,233,exact_match,1.0
234,235,exact_match,1.0
234,236,exact_match,1.0
235,236,exact_match,1.0
237,238,exact_match,1.0
237,239,exact_match,1.0
238,239,exact_match,1.0
240,241,exact_match,1.0
240,242,exact_match,1.0
241,242,exact_match,1.0
243,244,exact_match,1.0
243,245,exact_match,1.0
244,245,exact_match,1.0
246,247,exact_match,1.0
246,248,exact_match,1.0
247,248,exact_match,1.0
249,250,exact_match,1.0
249,251,exact_match,1.0
250,251,exact_match,1.0
